_id,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,shoots,weight
rogerha01,16.2,7.6,5.3,0.7,48.4,Right,195lb
rogerjo01,9.7,3.6,1.5,0.4,47.2,Right,225lb
rogerma01,9.8,3.8,0.4,0.2,,Right,190lb
rogerro01,14.4,10.9,4.5,38.8,49.4,Left,235lb
rogerro02,12.1,4.8,3.5,1.7,48.4,Right,235lb
rogerwi01,3.1,2.1,1.2,0,33.8,Right,185lb
rogesal01,9.6,7.5,2.8,0.7,,Right,195lb
rohloke01,9.6,0,0,0,,Right,195lb
rollike01,7.9,4.9,1,4.2,,Right,168lb
rolliph01,11.2,5.1,2.2,1.9,,Right,185lb
rollitr01,13.6,5.4,5.8,63.9,52.2,Right,235lb
romarlo01,13,5.9,1.3,8,47,Right,175lb
rondora01,16.2,10.4,4.8,58.4,48.2,Right,186lb
rookje01,14.4,3,1.1,0.3,45.1,Right,219lb
rooksse01,12,6.2,3.8,16.2,45.9,Right,250lb
rosede01,18.1,18.8,3.5,37.2,47.7,Right,200lb
roseja01,15.3,14.3,3.5,47.2,47.7,Left,210lb
rosema01,13.4,6.2,4.1,26.5,43.8,Right,250lb
rosero01,5,0,1,0,0,Right,180lb
rosenpe01,0,2.9,0,0.4,,Right,165lb
rosenle01,12.4,4.2,1.8,0.7,,Right,190lb
rosenha01,0,6.4,0,4.6,,Right,185lb
rosendi01,12.9,6.8,4.1,1.9,,Right,205lb
rossqu01,7.8,4.1,2.1,7.7,43.2,Right,195lb
rosste01,12.6,10.5,2.8,19.2,52.1,Right,206lb
rothdo01,8.2,1.9,2.9,0.4,43,Right,255lb
rothsc01,10.3,4.7,1.3,1.1,39.3,Left,212lb
rotheir01,0,5.4,0,3.6,,Right,215lb
rottnmi01,0,5.4,0,3.7,,Right,180lb
roundda01,17.9,14.3,9.2,66.5,48.3,Right,205lb
rouxgi01,0,4.1,0,3.8,,Right,195lb
rowanro01,22.2,1.7,0.1,0,50,Right,200lb
rowecu01,12.9,11.6,7.2,34.1,,Right,225lb
rowinji01,13.8,2.5,1.5,0.3,41.7,Right,250lb
rowlade01,7,1.5,0.5,0,33.3,Right,195lb
rowsobr01,14.5,5.6,3.3,2.4,45.8,Right,220lb
roybr01,20,18.8,4.3,37.4,49.2,Right,215lb
royaldo01,12.8,6.3,2.8,19.1,47.3,Right,210lb
royalre01,6.5,2,0,0,50,Right,200lb
royerbo01,0,4.7,0,0,,Right,155lb
roziecl01,11.9,4.8,5.2,3.9,49.8,Right,245lb
roziete01,12.8,7.7,3.6,9.9,46.5,Right,190lb
rubiori01,15.8,11.1,4.2,32.2,43.3,Right,190lb
ruckegu01,7.8,0,0.3,0,0,Right,265lb
ruddde01,9.8,3.4,0.8,0.7,44.2,Right,180lb
ruddjo01,8.2,3.2,2.9,0.6,,Right,230lb
rudezda01,7.4,3.3,0.6,1.4,55.2,Right,228lb
rudomjo01,13.3,6.3,3.1,1,,Right,205lb
ruffimi01,8.5,1.7,3.9,6.8,40.7,Right,246lb
ruffitr01,14.9,9.2,1.4,1.3,49.5,Right,185lb
ruffnpa01,13.6,4.2,3,1,47.1,Right,225lb
ruklijo01,9.3,3.5,2.5,0,,Right,220lb
rulanje01,18.7,17.4,10.2,34.3,56.4,Right,240lb
rulebo01,16.6,17.4,8.3,22.7,,Left,220lb
rulloje01,0,2.9,0,2,,Right,165lb
ruscost01,2.4,1.1,0.9,0.1,33.3,Right,240lb
rushbr01,9.9,6.8,2.9,11.2,51.8,Right,220lb
rushka01,9.2,6.4,1.7,1.7,46.6,Left,215lb
russebi01,18.9,15.1,22.5,163.5,,Left,215lb
russebr01,12.6,7.9,3.5,47.4,49.6,Right,225lb
russeca02,16.3,15.8,4.8,35.8,46.2,Right,215lb
russeca01,15.8,15.1,3.8,51.7,,Right,218lb
russeda01,16,16.5,3.7,6.6,49.2,Left,198lb
russefr01,14.5,3.2,0.7,0.1,,Right,180lb
russepi01,13,4,2,1.5,44.2,Right,190lb
russeru01,6.1,5.4,2,0.3,36.7,Right,180lb
russewa01,7.5,3,1.2,0.7,39.9,Right,195lb
russewa02,7.2,3,0.9,0.4,36.8,Right,170lb
sabonar01,21.2,12,7.3,47.3,51.7,Right,279lb
sabondo01,15.8,10.4,6.8,13.1,53.3,Left,240lb
sacrero01,10.8,4.2,3.1,2.4,43.6,Right,270lb
sadowed01,0,15.6,0,36.2,,Right,240lb
sailoke01,0,12.6,2,17.1,,Right,175lb
sallejo01,12.8,7,4.5,41.5,50.6,Right,230lb
salmojo01,12.1,9.3,2.9,33.9,48.3,Right,210lb
salvaal01,6,3.2,2.7,0.1,37.1,Right,220lb
salvake01,6.1,1.1,1.2,0.2,28.3,Right,231lb
samakso01,10,1.4,1.6,0.3,38.9,Right,230lb
sambch01,7.1,1,1.4,0.1,25,Right,245lb
sampsbr01,8.5,5.1,1.1,0,55.8,Right,184lb
sampsja02,10.1,5.5,2.7,2,48.4,Right,214lb
sampsja01,13,2,3.4,1.4,49.1,Right,235lb
sampsra01,16,15.4,8.8,20.1,48.7,Right,228lb
samuesa01,10.8,5.9,3.4,0.6,44.5,Right,260lb
sanchpe01,12.3,0.5,0.6,0.4,27.3,Left,195lb
sandeal01,6.6,2,1.3,0.1,100,Right,240lb
sandefr01,13.6,5.1,1.9,0.5,43,Right,200lb
sandeje01,7.1,2,1.9,0.1,39.5,Right,225lb
sandela01,15.4,6.4,5.7,10.3,48,Right,235lb
sandeme01,10.5,2.6,1.4,0.2,51.5,Right,210lb
sandemi01,11.9,8,3,17.9,48.4,Right,210lb
sandeto01,11.9,9.6,6.3,56.5,,Right,210lb
sanforo01,10.4,0,0,0,0,Right,215lb
santida01,9.3,3.4,2.1,1.9,46.9,Right,256lb
santibo01,12.7,2.8,0.8,0.1,,Right,190lb
sapplwa01,7.7,2.9,2.3,0.1,47.1,Right,215lb
saricda01,14,12.7,6.2,11.2,50.9,Right,223lb
sasseja01,7.6,2.1,1.1,0,42.6,Right,225lb
sasseje01,8.3,2.5,2.3,0.7,33.3,Right,200lb
satorto01,13.7,6.6,2.8,10.3,54.6,Right,210lb
satteke01,8.3,4.3,1.3,1.1,35.1,Right,186lb
saulpe01,7.5,5.6,2,9.8,,Right,185lb
sauldwo01,7.7,10.7,7.8,7.9,,Right,220lb
saultgl01,5.7,2.7,0.9,0.2,31.4,Right,175lb
saundfr01,11.4,5.3,3,3.1,,Right,210lb
savagdo01,7.2,3.2,1.8,0.1,,Right,205lb
savovpr01,6,3.1,0.9,0.2,33.3,Right,225lb
sawyeal01,0,6.6,3.7,0.9,,Right,195lb
scalabr01,7.7,3.1,2,7.6,45,Right,241lb
scaleal01,0,0,0,0,0,Right,185lb
scalede01,10.9,4.6,2.9,0.2,41.9,Right,208lb
schadfr01,5.8,1.1,0.7,0,,Right,170lb
schadbe01,0,1.5,0,0.5,,Right,185lb
schaehe01,0,7.6,0,12.2,,Right,175lb
schaebi01,12.1,5.9,2.1,3.1,47.6,Right,200lb
schafbo01,7,4.2,1.3,0.7,,Right,195lb
scharbe01,0,2,0,0.1,,Right,173lb
schatma01,0,3.4,0,0.9,,Right,200lb
schaufr01,14.7,12.2,6,31.4,,Right,205lb
schayda01,13.4,7.7,5,48.8,48.1,Right,235lb
schaydo01,22,18.5,12.1,142.4,,Right,220lb
schecos01,0,8.1,0,4.3,,Right,175lb
schefst01,13.5,1.9,1,2.9,56,Left,250lb
schefto01,6.9,1.3,1.9,0.2,41.2,Right,240lb
schelda01,8.6,2.8,1,0.6,,Right,205lb
schenlu01,6.9,1.8,1.7,0.3,46.9,Right,255lb
scherhe01,3.9,3.6,2.4,0.4,,Right,212lb
schindw01,9.4,2.7,2.5,1,40.5,Right,260lb
schluda01,13.7,5.3,5.2,20.8,,Right,225lb
schneot01,0,6.4,0,1.2,,Right,185lb
schnidi01,13.8,8.3,3.8,22,,Right,200lb
schoeru01,11.1,5.1,2.5,4.5,45.7,Right,210lb
scholda01,67.6,2,0,0,,Right,220lb
schoomi01,0,6,0,4.4,,Right,230lb
schrede01,17.2,13.9,6.2,109.5,51.3,Right,214lb
schrode01,14.8,13.4,2.7,13.1,47.3,Right,172lb
schulho01,8,5.3,3.1,5.6,,Right,200lb
schuldi01,0,5.6,0,4.3,,Right,192lb
schurro01,7.6,4.8,1.4,0.3,38.8,Right,185lb
schwejo01,4.2,2.6,1,0.5,33.3,Right,210lb
scolalu01,16.3,12,6.7,45.7,49.9,Right,240lb
scolafr01,13.2,11.3,2.7,30.2,,Right,180lb
scottal01,11.3,4.9,3.2,23,48.2,Right,185lb
scottbr01,7,1.2,0.6,0,47.1,Right,250lb
scottby01,15.5,14.1,2.8,75.2,51.4,Right,195lb
scottch01,15.8,20.7,4,41.4,44.9,Right,175lb
scottde01,13.4,12.9,2.8,33.4,50.2,Right,229lb
scottja01,4.1,0.1,0.8,0.1,0,Right,180lb
scottmi01,13.2,7.1,3.1,13.3,53.3,Right,237lb
scottra01,15.9,14.3,9.8,34.7,40.9,Right,215lb
scottsh01,13.1,1.8,2.2,1.3,46.4,Right,250lb
scottwi01,7.1,1.6,0.5,0.1,40,Right,210lb
scranpa01,10.6,1.8,3.2,0,44.4,Right,230lb
scurrca01,14.1,4.7,2.9,5.3,48.6,Right,188lb
sealsbr01,11.5,8.9,4.2,7.8,42.6,Right,210lb
sealssh01,4.9,1,1,0.1,12.5,Right,210lb
sealyma01,13.6,10.1,3.2,17.1,44.4,Right,190lb
searced01,5.6,1.5,0,0,,Right,210lb
searske01,18.4,13.9,7.8,55.8,,Right,198lb
seewa01,0,5.2,0,1.6,,Right,190lb
sefolth01,11.5,5.9,3.8,38.6,51,Right,220lb
seikaro01,15.7,14.7,9.5,37.3,48.4,Right,230lb
selbogl01,0,3.2,0,0.2,,Right,196lb
selbyjo01,2.7,2.2,0.5,0.7,34.6,Right,183lb
seldewa01,9.2,7.3,2,0.1,48.5,Right,230lb
sellebr01,11.1,6.3,2.7,9.8,45.4,Right,210lb
selleph01,14,4.5,0.9,0,,Right,195lb
seltzro01,0,7.8,0,1.8,,Right,165lb
selvale01,10.6,13.5,2.7,2.3,42.4,Right,175lb
selvyfr01,9.8,10.8,3.7,17.9,,Right,180lb
seminji01,0,6.5,0,16.9,,Right,190lb
senesa01,13.5,2.2,1.6,0.3,42.7,Right,230lb
senesge01,10.4,7.2,3.5,21.8,,Right,179lb
serapke01,12.1,5.9,3.5,5.9,48.9,Right,285lb
sesayan01,11.1,3.2,1.8,1.4,44.5,Left,225lb
sessira01,15.9,10.3,2.7,28.8,45.3,Right,190lb
seungha01,5.4,1.5,1.5,0.2,51.9,Right,305lb
sewelto01,2.7,1,0.2,0.4,25,Right,185lb
sextoco01,12,16.7,2.9,0.6,48,Right,190lb
seymopa01,13.8,9.4,3.1,37.5,,Right,180lb
shabani01,0,4.6,0,0.3,,Right,180lb
shackly01,4.7,2.6,1.2,0.3,33.3,Right,190lb
shackch01,13.1,5.4,4.8,7.3,48.3,Right,225lb
shaefca01,0,3.1,1,0.8,,Right,185lb
shaffle01,14.6,16.8,6.3,8.2,,Right,220lb
shakumu01,5.8,2.1,0.9,0.5,34.7,Right,190lb
shamela01,11,9.1,1.7,3.6,58.1,Right,188lb
shammgo01,9.2,3.1,0.4,0.1,32.8,Right,169lb
shannea01,0,8.6,0,7.6,,Right,170lb
shannho01,0,10.8,0,6.3,,Right,175lb
sharech01,17.1,8.3,8.4,40.9,,Right,235lb
sharmbi01,18.2,17.8,3.9,82.8,,Right,175lb
sharpwa01,4.8,1,0.4,0.1,36.4,Right,245lb
shaskjo01,11.8,3.8,2.8,2.5,46.6,Right,235lb
shavlro01,1.1,1.3,2.9,0.3,,Right,200lb
shawbr01,11.7,6.9,3.4,23.8,43.7,Right,190lb
shawca01,14.9,0.2,0.3,0.1,12.5,Right,260lb
sheabo01,0,2.2,0,0.4,,Right,194lb
shefffr01,0,3.4,0,0.5,,Right,165lb
sheltcr01,8.7,4.1,2.4,0,45.3,Right,210lb
sheltlo01,14.2,12,6.1,37.5,49.2,Right,240lb
shengto01,5.7,1.3,0.9,0.2,46.1,Right,217lb
shephbi01,12.1,5.7,1.1,2.8,45.5,Right,160lb
sheppje01,8.7,2.2,1.2,0.3,41,Right,190lb
sheppst01,10.8,3.5,1.7,0.9,,Right,215lb
sheroed01,11.4,6.2,2.3,2.5,40.7,Right,170lb
shippch01,0,4.7,0,0.6,,Right,200lb
shirlpa01,4.5,1.8,1.1,0.2,39.5,Right,230lb
shortge01,9.8,2.5,1.4,0.1,,Right,200lb
shortpu01,16.9,17.3,4.3,51.1,47.9,Right,210lb
shousde01,6.8,0,0,0.1,0,Right,200lb
shriddi01,0,0.3,0,0,,Right,190lb
shuege01,13.7,14.4,4.1,38.9,,Right,170lb
shumajo01,15.9,12.3,7.5,24.5,51.6,Right,235lb
shumpim01,9.8,7.3,3.4,12.9,47.1,Right,215lb
shvedal01,12.8,7.4,2,3.1,43.6,Right,190lb
siakapa01,16.1,10.1,5.1,15.5,56.4,Right,230lb
siberjo01,29.7,3,0,0,150,Right,187lb
sibersa01,6.4,2.4,0.8,0.1,,Right,215lb
siblema01,9.3,1.6,0.9,0.2,,Right,175lb
sichtje01,11.7,6.9,1.4,21.2,51.3,Right,168lb
sidledo01,17.8,13.5,8,23.1,48.1,Right,215lb
siegfla01,13.7,10.8,2.8,33.1,,Right,190lb
siewera01,0,1,0,0.3,,Right,230lb
sikmaja01,17.3,15.6,9.8,112.5,47.1,Right,230lb
silasja01,17,16.1,3,60.3,49.5,Right,180lb
silaspa01,13.9,9.4,9.9,79.9,43.2,Right,220lb
silasxa01,0.7,2.8,1.5,0.1,25,Right,205lb
silerga01,13.5,2.1,1.3,0.1,54.8,Right,305lb
sillimi01,8,2.5,1.7,0.3,,Right,225lb
simiewa01,10.5,3.3,1.9,0.9,46.9,Right,255lb
simmobe01,20,16.4,8.5,17.5,55.4,Left,230lb
simmobo01,12.9,9,3.8,20.1,49,Right,210lb
simmoce01,7.3,2.2,1.9,0.1,40.9,Right,235lb
simmoco01,14.1,9.8,6.2,29,,Right,222lb
simmogr01,9.9,9,2.8,5.1,42.2,Right,190lb
simmojo01,0,5.3,0,1.7,,Right,184lb
simmojo02,11,8.3,2.4,6.2,48.4,Right,195lb
simmoko01,7.7,5.9,1.5,0.2,45.2,Right,166lb
simmoli01,14.7,12.8,6.2,16.9,43.7,Right,210lb
simonmi01,7.2,0.4,0.4,0.1,20,Right,202lb
simonwa01,14.6,11.9,5,27.6,46.3,Right,200lb
simonan01,11.1,3.8,0.7,0.1,52.4,Right,185lb
simpkdi01,9.5,4.2,3.6,4.7,44.1,Right,248lb
simpsra01,16.2,16.7,3.7,29,45.1,Right,200lb
simsal01,10.9,2.8,1,0.1,45,Right,235lb
simsbo01,9,7.7,2.7,0.4,39.2,Right,220lb
simsco01,7.4,1.2,1.2,0,42.9,Right,245lb
simsdo01,5,1,1,0,,Right,195lb
simshe01,15,7.6,5,4.6,47.3,Right,248lb
simssc01,5.2,2.5,1.1,0.2,,Right,170lb
singlky01,9.5,6.5,2.9,10,49.3,Right,228lb
singlse01,6.7,2.4,0.9,0,42.4,Right,185lb
singlch01,8.2,4.1,3.2,2.3,42.3,Right,230lb
singlja01,14,3.9,3.7,8.1,48.5,Right,216lb
singlmc01,13.3,2,0,0,66.7,Right,175lb
sinicze01,3.4,1.1,0.2,0.2,,Right,165lb
sittoch01,8,2.1,1.4,0.1,41.5,Right,210lb
sivape01,5.7,2.3,0.6,0.2,37.7,Right,185lb
skilesc01,14.4,11.1,2.5,30.4,48.5,Right,180lb
skinnal01,13.8,9.1,3.3,13.2,45.2,Left,190lb
skinnbr01,12,4.7,4.7,15.8,49.4,Right,255lb
skinnta01,9.5,4.6,4.2,3.4,,Right,195lb
skoogwh01,10.9,8.2,3.3,14.3,,Right,180lb
sladeje01,5.8,1.3,2.3,0,,Right,220lb
slatere01,13.7,5.6,3,5.3,48.4,Right,215lb
slaugji01,10.1,5.3,5.3,0.1,,Right,210lb
slaugjo01,10.5,3.6,1.1,0.1,39.3,Right,205lb
slayta01,6.5,2.6,1.1,0.3,39.4,Right,215lb
sloando01,11.9,5.5,2.1,4,45.4,Right,205lb
sloanje01,13.2,14,7.4,49.5,,Right,195lb
slokaur01,13.9,1.9,0.7,0.1,55.8,Left,238lb
slubyto01,12.2,2.4,0.4,0.2,51.7,Right,200lb
smartke01,0,1,0.5,0,0,Right,175lb
smartma01,11.8,9.3,3.5,16.2,45.1,Right,220lb
smawlbe01,3.1,12.7,2.8,22.9,,Right,195lb
smileja01,0,6.2,0,0.6,,Right,190lb
smithad01,12.2,11.3,2.1,33.2,43,Right,180lb
smithal01,10.9,9.8,2.6,11.1,42.7,Right,185lb
smithbi01,5.7,2.6,1.8,0.2,,Right,190lb
smithbi02,14.1,12.6,4.2,33.3,45,Right,195lb
smithbo01,6.7,2.8,2.5,0.3,,Right,190lb
smithch01,15.7,14.4,5.8,40.9,47.7,Right,230lb
smithch02,11.9,2.5,1,0.9,43.3,Right,160lb
smithch04,11.5,5.1,1.4,1.5,45.9,Right,194lb
smithch03,10.7,5.1,1.3,3.2,46.6,Right,190lb
smithch05,0,0,0,0,0,Right,200lb
smithcl01,11,2.9,1.3,0.3,43,Right,210lb
smithcr01,16.2,7.6,3.9,16,55.3,Right,250lb
smithde01,0,1.5,0,0.7,,Right,180lb
smithde03,12.6,14.5,3.4,0.7,45.9,Right,195lb
smithde02,15.1,12.8,3.2,18.3,50.4,Right,205lb
smithdo01,0,0.8,0,0.1,,Right,190lb
smithdo02,12.6,5.2,0.6,0,,Right,160lb
smithdo04,11.1,2.7,1.1,0.5,45,Right,215lb
smithdo03,11.7,8,4.2,3,42.6,Right,220lb
smithed01,8.5,2.9,2.7,0.3,,Right,180lb
smithel01,16.2,13.4,10.6,34.7,,Right,250lb
smithga01,8.5,3.2,3.3,0.7,43.7,Right,235lb
smithgr01,12.2,7.8,6.2,22.2,,Right,195lb
smithgr02,13.8,4,3.3,5.5,61.7,Right,250lb
smithis01,13.5,7.4,2.4,11,45.1,Right,175lb
smithjr01,14,12.5,3.2,46.4,51.1,Right,225lb
smithja01,9.7,3,1.6,1.3,41.4,Right,250lb
smithja02,12.9,6.1,3.4,14.1,48,Right,240lb
smithje01,7.8,1.4,1.4,0,25,Right,190lb
smithji01,9.3,2.9,2.5,0.7,51.4,Right,225lb
smithjo02,15.4,10.9,6.4,60.3,45.6,Right,225lb
smithjo01,9.2,5.9,8.3,0.2,38.7,Right,235lb
smithjo03,17.4,14.5,7.4,51,47.2,Left,225lb
smithke03,6,3.3,0.8,0,39,Left,180lb
smithke02,10.6,4.3,1.3,0.2,41.6,Right,185lb
smithke01,14.9,12.8,2,46.8,52.5,Right,170lb
smithla02,10.8,6.7,1.5,1.5,44.6,Right,200lb
smithla01,12.6,6.7,9.2,46,53.1,Right,215lb
smithle01,14.3,2.2,2.2,0.2,39.3,Right,235lb
smithmi01,14,5,1.5,1.4,48.1,Right,225lb
smithmi02,13.9,5.6,7.1,23.4,53.8,Left,230lb
smithmi03,8.1,3,1.3,0.1,34.7,Right,195lb
smithno01,7.5,3.3,1,0.8,40.3,Right,185lb
smithot01,15.7,10.5,3.8,12.3,46.2,Right,210lb
smithpe01,9.3,0.8,1.6,0.2,16.7,Right,205lb
smithph01,15.8,15.1,3,41.1,47.7,Right,185lb
smithra01,16.5,16.7,3.7,60.1,47,Right,180lb
smithre01,9.1,1.5,1.8,0.4,39.4,Right,240lb
smithro01,11,5,1.3,5.6,44.1,Right,165lb
smithru01,7.8,2,0.6,0.2,35.1,Right,165lb
smithsa01,12.6,8.2,7,9.6,40.2,Right,230lb
smithsa02,14.2,6.8,1.4,1.1,43.3,Right,200lb
smithst01,16.1,14.3,3.2,83.7,49.4,Right,200lb
smithst03,1.8,0.6,0.8,0.1,25,Right,235lb
smithst02,3.3,1.8,1.3,0.1,36.1,Right,208lb
smithth01,6,2.8,3,0.4,36,Right,225lb
smithto02,11.4,5.5,1.6,6.7,45.6,Right,185lb
smithwi01,11.2,6.8,4.8,0.1,,Right,220lb
smithwi02,12.3,4.6,1.7,1.3,42.4,Left,170lb
smithzh01,9.5,6.7,2.2,0.1,50,Right,199lb
smitsri01,17.9,14.8,6.1,56.6,50.7,Right,250lb
smrekmi01,7.4,2.9,2.2,0.7,43.1,Right,250lb
smythjo01,11.9,3.3,2.5,0.1,,Right,215lb
snellto01,9,6.2,2.4,13.5,53.4,Right,213lb
snower01,12.2,6.8,2.5,43.4,43,Right,190lb
snydedi01,14.1,12.2,2.8,58.3,,Right,207lb
snydeki01,12.4,6.3,2.3,4.5,47.9,Right,225lb
sobekch01,0,5.8,0,3.1,,Right,180lb
soberri01,13.9,13.3,2.6,32,46.6,Right,198lb
sobiero01,14.1,8.4,4.1,7.2,,Right,185lb
sojoumi01,13.7,8.7,6.5,8.2,,Right,225lb
sojouwi01,13.7,6,4.8,10.8,48.6,Right,225lb
solomwi01,10.5,5.1,1.1,0,44.3,Right,185lb
somerwi01,18,21.9,4.6,14.8,43.9,Right,170lb
songada01,13.3,6.9,3.4,15.9,49.9,Right,248lb
sorenda01,14.5,8.1,4.7,5.4,,Right,225lb
southja01,11.8,3.5,2,0,43.3,Right,215lb
sovragi01,0,1.8,0,0.1,,Right,175lb
sowpa01,9.3,2.9,2.8,0.8,41.6,Right,250lb
spainke01,5.2,2.2,3.6,0,36.4,Right,225lb
spaldra01,14.6,3.9,3.4,0.2,53.2,Right,215lb
spanaji01,16,9.7,2.5,12.3,47.3,Right,190lb
spanova01,5.4,2.7,0.7,0.1,35.4,Right,195lb
sparkda01,10.4,6.5,4.5,0.7,38.6,Right,200lb
sparrgu01,11,7.8,4.9,0.1,,Right,218lb
sparrro01,12,9,2.1,28.3,47.3,Right,175lb
spearod01,13.5,8.7,4,27.6,,Right,205lb
spectar01,0,5,0,2.9,,Right,200lb
speigma01,16.7,7.9,4.1,25.8,48.4,Right,255lb
spellom01,12.4,5.9,4.2,1.2,49.2,Right,245lb
spencan01,14.1,7.2,3.2,1.4,44.5,Right,210lb
spencel01,9.9,5.9,3.5,0,51.6,Left,270lb
spencfe01,10.8,5.2,5.4,20.9,48.4,Right,265lb
spicelo01,0,0.3,0,0.2,,Right,195lb
spitzcr01,14.6,1.8,2.4,0,,Right,225lb
splitti01,17.9,7.9,5,25.3,55.6,Right,245lb
spoelar01,11.9,7.2,4.6,8.6,,Right,220lb
spragbr01,18,12.2,4.7,4.3,44.8,Right,188lb
sprewla01,15.1,18.3,4.1,56.3,46.4,Right,190lb
sprigla01,11.3,5.2,2.3,3.4,51.7,Right,230lb
sprinji01,0,0.5,0,0,,Right,235lb
spruiji01,0,2,0,0,,Right,225lb
stackry01,7.2,2.3,1.8,0.2,35.2,Right,215lb
stackje01,16.5,16.9,3.2,52.4,44.6,Right,218lb
stacoke01,10.6,5.1,1.5,3.1,41.7,Right,185lb
stagger01,6.7,8.5,2.3,0.2,40.1,Right,195lb
stallbu01,10.2,7.7,2.8,0.7,,Right,190lb
stallda01,14.4,9.3,4.7,20.3,,Right,200lb
stanced01,0,7.6,1.9,6.4,,Right,185lb
stanste01,9.9,6.3,1.4,2.4,45.5,Right,170lb
starkjo01,14,12.5,2.5,49.9,47.6,Right,180lb
starrke01,3.7,0.8,0.6,0.2,,Right,190lb
stausni01,9.1,6.8,2.1,3.8,49,Right,205lb
stavela01,13.3,4.7,3.8,6.9,,Right,205lb
steella01,12.7,8.2,2.9,28.2,48.3,Right,180lb
steigma01,7,1.5,1.5,0,25,Right,225lb
stepavl01,12.8,4.1,4.4,5.2,42.6,Right,236lb
stephdj01,12.7,2.3,1.3,0,44.4,Right,188lb
stephev01,7.4,1.9,0.6,0.4,34.7,Right,175lb
stephja01,13.3,10.3,5.2,4.8,,Right,185lb
stephjo01,11.1,3.2,2,0,38.1,Right,210lb
stephla01,12.1,8.6,4.2,16.7,48.8,Right,230lb
stephal01,14.8,2.8,3.5,0.1,33.3,Right,270lb
steppbr01,12.5,5.4,1.4,4.6,47.4,Right,195lb
steveba01,15.2,1,1,0,50,Right,195lb
stevewa01,6.1,1.6,2,0.2,,Right,185lb
stevede01,9.9,7.2,2.2,12.1,45.6,Right,210lb
stewade01,4.6,3.3,1.4,0.2,34.4,Right,220lb
stewake01,14,2.7,2.1,0.2,46.2,Right,239lb
stewala01,13,7.4,4,9.7,51.2,Right,220lb
stewami01,10.2,2.2,3.2,4.6,44.2,Right,230lb
stewano01,1.9,2,1,0.1,,Right,205lb
stiemgr01,11,3.2,3.3,6,50.9,Right,260lb
stipast01,15.1,13.2,7.8,30.4,48.6,Right,245lb
stithbr01,12.8,10.1,3.4,29.5,45.6,Right,208lb
stithsa01,7.9,4.4,1.6,0.1,,Right,185lb
stithto01,6.5,3.1,1.6,0.6,,Right,210lb
stivral01,10.5,2,1,0.1,46.5,Right,220lb
stockda01,15.7,3,0.3,0.1,61.1,Right,165lb
stockjo01,21.8,13.1,2.7,207.7,54.6,Right,170lb
stojape01,17.1,17,4.7,82.6,53.2,Right,220lb
stokeed01,6.4,0.8,1,0,33.3,Right,264lb
stokegr01,9,3.1,1.5,0.3,44.5,Right,220lb
stokeja01,19.4,2.4,1.4,0.6,58.1,Right,263lb
stokema01,20.8,16.4,17.3,16.1,,Right,232lb
stolkar01,0,4.4,0,1.6,,Right,180lb
stollra01,9.9,5.7,3.6,0.3,47.8,Right,235lb
stonedi01,1.2,1.4,0.9,0.1,23.1,Right,255lb
stonege01,15.7,13.6,5.7,13.9,46.7,Right,195lb
stoneju01,9.5,1.1,1.1,0.9,52.4,Right,200lb
storeaw01,10.5,2.4,1.4,0.3,42.9,Right,222lb
stoudda01,15.4,13.4,3.5,55.4,46.4,Left,171lb
stoudsa01,11.8,8,1.4,2.2,48.3,Left,179lb
stoudam01,21.8,18.9,7.8,92.5,53.8,Right,245lb
stovapa01,12.1,4.6,3.1,0.2,41.6,Right,215lb
strawdj01,6.2,2.2,0.8,0.2,34.8,Right,201lb
strawjo01,11.3,8.6,9.9,10.8,,Right,235lb
stricbi01,45.1,4,0,0,,Right,210lb
stricer01,12.7,7.5,2.6,13.4,45.1,Left,210lb
stricma01,14.5,4.6,2.7,7,48.9,Right,210lb
stricro02,18,13.2,3.7,85.8,46.2,Right,175lb
stricro01,0.1,2,0,0,,Right,200lb
stroejo01,7.4,1.8,1.8,0.1,36.9,Right,260lb
stronde01,13.8,6.8,4.9,18.5,43.2,Right,220lb
strotla01,5.8,4.6,1.2,0.5,34.2,Right,190lb
stroujo01,6.4,2.8,1.4,0.1,32.4,Right,215lb
stroure01,5.7,2.9,0.3,0.2,50,Right,160lb
stuckro01,14.9,12.6,2.9,28.7,44.3,Right,210lb
stumpge01,0,5.3,0,1.1,,Right,185lb
stutzst01,0,7.1,0,6.7,,Right,170lb
suitega01,6,1.4,1.4,0.3,,Right,225lb
sullija01,16.2,10.8,7.5,15.3,46.3,Right,260lb
summeda01,7.1,3.3,1,0.1,43.8,Right,230lb
sumneed01,7.9,2.8,1,0.1,40.8,Right,176lb
sumptba01,30.2,0,0,0,0,Right,215lb
sundedo01,11.5,7.7,2.5,2.7,,Right,180lb
sundobr01,5.4,1.7,1,0.7,36.7,Right,220lb
sundvjo01,12.5,7.7,1.1,8.9,48.3,Right,170lb
surabo01,14.3,8.6,3.4,28.3,46,Right,200lb
surhodi01,10,3.1,1.6,0.1,,Right,210lb
sutorge01,10,4.8,5.1,0.3,34.1,Right,235lb
suttlda01,15.3,5.9,1.1,1,50.7,Right,190lb
suttogr01,9.7,4.5,0.9,1,48,Right,170lb
swageke01,15.1,12.3,10.4,2.3,40.8,Right,235lb
swainbe01,12.3,4.6,4.5,1.9,,Right,220lb
